"CODIGO DE MUNICIPIO","MUNICIPIO","DEPARTAMENTO","MORTALIDAD POR OBESIDAD","MORTALIDAD POR CANCER","MORTALIDAD POR CARDIOVASCULAR","MORTALIDAD POR HIPERTENSION","MORTALIDAD POR DIABETES","MORTALIDAD POR ENFERMEDADES RESPIRATORIAS","MORTALIDAD POR CONSUMO DE ALCOHOL","MORTALIDAD POR CONSUMO DE DROGAS ILICITAS","MORTALIDAD POR ACCIDENTES DE TRANSPORTE","HOMICIDIOS","MORTALIDAD POR ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A SUSTANCIAS NOCIVAS",""
"5001","Antioquia","Medellín","0011","3242","2196","0682","0283","1811","0041","0001","0343","0460","0015",""
"5002","Antioquia","Abejorral","","0024","0023","0003","0004","0012","","","0002","0004","",""
"5004","Antioquia","Abriaquí","","0002","0002","0001","","0001","","","","","",""
"5021","Antioquia","Alejandría","","0003","0004","0004","","0004","","","","0001","",""
"5030","Antioquia","Amagá","","0031","0027","0003","0004","0025","","","0006","0010","0002",""
"5031","Antioquia","Amalfi","","0025","0013","0010","0001","0011","","","0007","0019","",""
"5034","Antioquia","Andes","0001","0041","0038","0006","0011","0033","0001","","0008","0025","",""
"5036","Antioquia","Angelópolis","","0006","0005","","0003","0003","","","","0003","",""
"5038","Antioquia","Angostura","","0008","0007","0003","0003","0005","","","0001","0005","",""
"5040","Antioquia","Anorí","","0005","0005","0002","0001","0008","","","0001","0010","",""
"5042","Antioquia","Santafé de Antioquia","","0022","0024","0001","0003","0014","0001","","0020","0016","",""
"5044","Antioquia","Anza","","0010","0013","","0001","0002","0001","","0002","","",""
"5045","Antioquia","Apartadó","","0088","0089","0019","0017","0040","","","0026","0031","",""
"5051","Antioquia","Arboletes","","0006","0015","0003","0003","0006","","","0002","0001","",""
"5055","Antioquia","Argelia","","0001","0003","0005","","0007","","","0001","0002","",""
"5059","Antioquia","Armenia","","0002","0010","","","0001","","","","0003","",""
"5079","Antioquia","Barbosa","","0051","0036","0011","0009","0027","","","0011","0027","",""
"5086","Antioquia","Belmira","","0002","0003","","0001","0002","","","0001","0002","",""
"5088","Antioquia","Bello","0001","0445","0343","0068","0044","0245","0005","","0071","0062","0002",""
"5091","Antioquia","Betania","","0007","0009","0002","0002","0007","","","0001","0015","",""
"5093","Antioquia","Betulia","","0015","0018","0004","0003","0009","","","","0011","",""
"5101","Antioquia","Ciudad Bolívar","","0028","0025","0001","0007","0017","","","0005","0037","",""
"5107","Antioquia","Briceño","","0001","0002","0002","","0005","","","0002","0018","",""
"5113","Antioquia","Buriticá","","0004","0003","0001","0001","0001","","","0002","0004","",""
"5120","Antioquia","Cáceres","","0009","0030","0005","0002","0009","","","0007","0024","",""
"5125","Antioquia","Caicedo","","0009","0010","0003","","0003","","","","0002","",""
"5129","Antioquia","Caldas","0001","0099","0077","0006","0010","0067","","","0008","0007","",""
"5134","Antioquia","Campamento","","0005","0014","","0001","0009","","","0001","0001","",""
"5138","Antioquia","Cañasgordas","","0018","0011","0001","0002","0011","","","0002","0003","",""
"5142","Antioquia","Caracolí","","0005","0006","0001","0001","0003","","","","","",""
"5145","Antioquia","Caramanta","","0001","0005","0002","","0006","","","0001","0002","",""
"5147","Antioquia","Carepa","","0024","0030","0009","0005","0015","","","0012","0014","",""
"5148","Antioquia","El Carmen de Viboral","","0041","0026","0006","0010","0015","","","0017","0012","",""
"5150","Antioquia","Carolina","","0002","0010","0001","0001","","","","0003","0002","",""
"5154","Antioquia","Caucasia","0001","0047","0069","0025","0009","0027","","","0024","0044","",""
"5172","Antioquia","Chigorodó","","0032","0034","0013","0007","0021","","","0019","0013","",""
"5190","Antioquia","Cisneros","","0015","0012","0010","0002","0010","","","0002","0007","",""
"5197","Antioquia","Cocorná","","0010","0022","0002","0001","0006","","","0003","0004","",""
"5206","Antioquia","Concepción","","0002","0004","0003","0001","0002","","","0001","","",""
"5209","Antioquia","Concordia","","0021","0015","0004","0002","0015","0001","","0002","0008","",""
"5212","Antioquia","Copacabana","","0071","0052","0012","0017","0044","0001","","0016","0015","",""
"5234","Antioquia","Dabeiba","","0011","0017","0006","","0009","","","0003","0009","",""
"5237","Antioquia","Don Matías","","0014","0007","0001","0001","0007","","","0008","0005","",""
"5240","Antioquia","Ebéjico","","0010","0017","0007","0002","0010","","","0003","0002","",""
"5250","Antioquia","El Bagre","","0021","0029","0013","0005","0009","","","0002","0047","",""
"5264","Antioquia","Entrerrios","","0009","0010","","0001","0003","","","0003","0003","",""
"5266","Antioquia","Envigado","","0289","0195","0028","0023","0174","0006","","0022","0017","0001",""
"5282","Antioquia","Fredonia","","0021","0011","0006","0003","0012","","","0003","0015","",""
"5284","Antioquia","Frontino","","0019","0020","0002","0004","0016","","","0004","0006","",""
"5306","Antioquia","Giraldo","","0002","","0002","","","","","0005","0003","",""
"5308","Antioquia","Girardota","","0037","0058","0007","0002","0025","","","0013","0021","",""
"5310","Antioquia","Gómez Plata","","0009","0015","0005","","0008","","","0002","0007","",""
"5313","Antioquia","Granada","","0008","0017","0004","","0004","","","0001","0003","",""
"5315","Antioquia","Guadalupe","","0003","0009","0001","","0002","","","","","",""
"5318","Antioquia","Guarne","","0039","0038","0011","0008","0018","0001","","0012","0011","",""
"5321","Antioquia","Guatapé","","0011","0004","","0001","0002","","","0001","0003","",""
"5347","Antioquia","Heliconia","","0005","0005","","0002","0008","","","0001","0001","",""
"5353","Antioquia","Hispania","","0004","0003","","","0008","","","0002","0001","",""
"5360","Antioquia","Itagui","0001","0285","0226","0024","0027","0169","0001","","0040","0035","",""
"5361","Antioquia","Ituango","","0015","0017","0004","0002","0007","","","0005","0015","",""
"5364","Antioquia","Jardín","","0023","0029","0006","0001","0015","","","0002","0004","",""
"5368","Antioquia","Jericó","","0008","0007","0002","0001","0008","","","","0002","",""
"5376","Antioquia","La Ceja","","0071","0039","0006","0006","0048","0001","","0008","0016","",""
"5380","Antioquia","La Estrella","","0052","0048","0008","0010","0041","0001","","0009","0009","",""
"5390","Antioquia","La Pintada","","0008","0006","","","0005","","","0001","0005","",""
"5400","Antioquia","La Unión","","0019","0018","0001","0006","0010","","","0005","0002","",""
"5411","Antioquia","Liborina","","0006","0004","0002","0001","0008","","","","","",""
"5425","Antioquia","Maceo","","0006","0005","0005","0002","0005","0001","","0003","0008","",""
"5440","Antioquia","Marinilla","0001","0043","0062","0003","0013","0019","0001","","0011","0015","0001",""
"5467","Antioquia","Montebello","","0010","0014","0002","0003","0008","","","0001","0003","",""
"5475","Antioquia","Murindó","","0002","0001","","","0001","","","","","",""
"5480","Antioquia","Mutatá","","0010","0009","","0002","0006","","","0006","0005","",""
"5483","Antioquia","Nariño","","0010","0008","0007","0001","0008","","","0001","0001","",""
"5490","Antioquia","Necoclí","","0022","0028","0008","0009","0011","","","0008","0007","",""
"5495","Antioquia","Nechí","","0003","0010","0003","0004","0005","","","0003","0003","",""
"5501","Antioquia","Olaya","","","0001","","","0002","","","0001","0002","",""
"5541","Antioquia","Peñol","","0012","0031","0005","0004","0010","","","0003","0003","",""
"5543","Antioquia","Peque","","0007","0002","0001","0002","0002","","","","","",""
"5576","Antioquia","Pueblorrico","","0010","0005","","","0007","0001","","","0003","",""
"5579","Antioquia","Puerto Berrío","","0029","0038","0009","0002","0030","","","0009","0015","",""
"5585","Antioquia","Puerto Nare","","0007","0020","0001","0002","0009","","","0001","0002","",""
"5591","Antioquia","Puerto Triunfo","","0008","0007","0004","0003","0010","","","0005","0006","",""
"5604","Antioquia","Remedios","","0013","0024","0004","0002","0010","","","0005","0021","",""
"5607","Antioquia","Retiro","","0025","0014","0001","0001","0008","","","0002","0001","",""
"5615","Antioquia","Rionegro","0001","0125","0092","0016","0017","0070","0003","0001","0027","0047","",""
"5628","Antioquia","Sabanalarga","","0003","0002","","","0006","","","","0003","",""
"5631","Antioquia","Sabaneta","","0086","0048","0003","0004","0036","","","0005","0003","",""
"5642","Antioquia","Salgar","","0011","0012","0004","0001","0009","","","0002","0022","",""
"5647","Antioquia","San Andrés de Cuerquía","","0007","0004","","","0003","","","0001","0011","",""
"5649","Antioquia","San Carlos","","0010","0018","0004","0002","0007","","","0001","0002","",""
"5652","Antioquia","San Francisco","","0010","0013","0001","","0001","","","0001","0004","",""
"5656","Antioquia","San Jerónimo","","0013","0009","0005","0003","0007","","","0006","0006","",""
"5658","Antioquia","San José de La Montaña","","0002","0004","0002","0003","","","","","","",""
"5659","Antioquia","San Juan de Urabá","","0011","0009","0004","0003","0011","","","0004","","",""
"5660","Antioquia","San Luis","","0010","0018","","0001","0008","0001","","0006","0005","",""
"5664","Antioquia","San Pedro","","0021","0015","0001","","0015","","","0008","0007","",""
"5665","Antioquia","San Pedro de Uraba","0001","0009","0019","0006","","0011","","","","0009","",""
"5667","Antioquia","San Rafael","0001","0009","0015","0002","","0021","0001","","0001","0003","",""
"5670","Antioquia","San Roque","","0011","0020","0013","0003","0011","","","0004","0006","",""
"5674","Antioquia","San Vicente","","0016","0015","0006","","0005","","","","0012","",""
"5679","Antioquia","Santa Bárbara","","0013","0033","0006","0001","0016","0001","","0010","0010","",""
"5686","Antioquia","Santa Rosa de Osos","","0018","0041","0009","0003","0011","","","0014","0018","",""
"5690","Antioquia","Santo Domingo","","0010","0007","0001","0001","0006","","","0001","0005","",""
"5697","Antioquia","El Santuario","","0028","0039","0004","0010","0013","","","0007","0006","",""
"5736","Antioquia","Segovia","","0018","0029","0003","0004","0015","","","0006","0049","",""
"5756","Antioquia","Sonson","","0034","0059","0005","0002","0019","","","0004","0006","",""
"5761","Antioquia","Sopetrán","","0023","0022","","0004","0014","","","0002","0005","",""
"5789","Antioquia","Támesis","","0014","0022","0005","0001","0019","","","","0005","",""
"5790","Antioquia","Tarazá","","0013","0040","0002","0002","0013","","","0010","0025","",""
"5792","Antioquia","Tarso","","0004","0007","0003","","0007","","","0003","0004","",""
"5809","Antioquia","Titiribí","","0008","0016","0005","0001","0014","","","0003","0004","",""
"5819","Antioquia","Toledo","","0004","0003","0001","0002","0001","","","0001","0005","",""
"5837","Antioquia","Turbo","","0064","0125","0024","0023","0043","","","0024","0063","",""
"5842","Antioquia","Uramita","","0003","0006","0001","0002","0003","","","0002","0001","",""
"5847","Antioquia","Urrao","","0030","0021","0010","0006","0017","","","0002","0020","0002",""
"5854","Antioquia","Valdivia","","0011","0004","0003","0002","0006","","","0006","0007","",""
"5856","Antioquia","Valparaíso","","0007","0008","0003","","0003","","","","0001","",""
"5858","Antioquia","Vegachí","","0008","0018","","0003","0002","","","0004","0007","",""
"5861","Antioquia","Venecia","","0008","0009","0002","0003","0006","0001","","0003","0003","",""
"5873","Antioquia","Vigía del Fuerte","","0002","0002","","0001","","","","","","",""
"5885","Antioquia","Yalí","","0004","0001","0004","0001","0001","","","0004","0003","",""
"5887","Antioquia","Yarumal","","0034","0046","0006","0004","0023","","","0012","0027","0001",""
"5890","Antioquia","Yolombó","","0012","0017","0003","0003","0011","","","0004","0009","",""
"5893","Antioquia","Yondó","","0012","0018","0002","0005","0006","","","0002","0018","",""
"5895","Antioquia","Zaragoza","","0015","0012","0007","0002","0008","","","0008","0027","",""
"8001","Atlántico","Barranquilla","0003","1191","1394","0268","0236","0844","0005","","0170","0461","0002",""
"8078","Atlántico","Baranoa","","0040","0060","0019","0013","0038","","","0002","0002","",""
"8137","Atlántico","Campo de La Cruz","","0008","0045","0004","0006","0007","","","0001","0001","",""
"8141","Atlántico","Candelaria","","0010","0012","0003","0001","0008","","","","","",""
"8296","Atlántico","Galapa","","0026","0050","0009","0004","0020","","","0003","0010","",""
"8372","Atlántico","Juan de Acosta","","0006","0019","0001","0003","0001","","","0002","","",""
"8421","Atlántico","Luruaco","","0017","0046","0007","0005","0010","","","0005","0006","",""
"8433","Atlántico","Malambo","0001","0054","0121","0014","0021","0025","","","0007","0011","",""
"8436","Atlántico","Manatí","","0016","0034","0001","0003","0009","","","0003","0001","",""
"8520","Atlántico","Palmar de Varela","","0014","0019","0004","0002","0008","","","0005","0003","",""
"8549","Atlántico","Piojó","","0005","0004","0004","0001","0004","","","0001","","",""
"8558","Atlántico","Polonuevo","0001","0007","0009","0003","0005","0005","","","0001","0001","",""
"8560","Atlántico","Ponedera","","0008","0016","0005","0001","0011","","","0001","0001","",""
"8573","Atlántico","Puerto Colombia","","0018","0039","0008","0010","0025","","","0003","0003","",""
"8606","Atlántico","Repelón","","0014","0048","0005","0003","0018","","","0003","0001","",""
"8634","Atlántico","Sabanagrande","","0011","0029","","0002","0021","","","","0002","",""
"8638","Atlántico","Sabanalarga","","0061","0099","0021","0012","0054","","","0010","0006","",""
"8675","Atlántico","Santa Lucía","","0005","0007","0006","0001","0004","","","","","",""
"8685","Atlántico","Santo Tomás","","0025","0036","0002","0007","0015","","","0001","","",""
"8758","Atlántico","Soledad","0007","0298","0391","0079","0097","0190","","","0016","0054","",""
"8770","Atlántico","Suan","","0006","0019","0003","0001","0007","","","","","",""
"8832","Atlántico","Tubará","","0003","0005","0001","","0007","","","","","",""
"8849","Atlántico","Usiacurí","","0010","0005","0001","0005","0003","","","0001","","",""
"11001","Bogotá, D.C.","Bogotá, D.C.","0032","6834","6009","1184","0901","3491","0129","0003","0722","1325","0012",""
"13001","Bolívar","Cartagena","0011","0645","0677","0235","0156","0597","0007","0001","0115","0256","0003",""
"13006","Bolívar","Achí","","0008","0011","0003","0001","0006","","","0003","0002","",""
"13030","Bolívar","Altos del Rosario","","0001","0004","0001","","0002","","","","","",""
"13042","Bolívar","Arenal","","0002","0005","0004","","0004","","","","","",""
"13052","Bolívar","Arjona","","0036","0065","0012","0004","0029","","","0002","0004","",""
"13062","Bolívar","Arroyohondo","","0001","0007","0004","0002","0004","","","","0001","",""
"13074","Bolívar","Barranco de Loba","","0005","0012","0001","","","","","","","",""
"13140","Bolívar","Calamar","","0011","0012","0010","0002","0011","","","0001","","",""
"13160","Bolívar","Cantagallo","","0004","0002","","0002","","","","0002","0004","",""
"13188","Bolívar","Cicuco","","0001","0008","0004","","0008","","","0002","0001","",""
"13212","Bolívar","Córdoba","","0005","0004","","","0002","","","0001","0001","",""
"13222","Bolívar","Clemencia","","0002","0010","0005","","0001","","","0001","","",""
"13244","Bolívar","El Carmen de Bolívar","","0024","0070","0003","0007","0025","","","0013","0004","",""
"13248","Bolívar","El Guamo","0001","0006","0010","0004","0002","0003","","","","","",""
"13268","Bolívar","El Peñón","","0002","0005","0001","0001","0001","","","","","",""
"13300","Bolívar","Hatillo de Loba","","0004","0005","0002","0002","0007","","","","","",""
"13430","Bolívar","Magangué","0001","0079","0098","0035","0017","0093","","","0008","0017","0001",""
"13433","Bolívar","Mahates","","0020","0012","0004","0005","0013","","","0001","0001","",""
"13440","Bolívar","Margarita","","0001","0004","0004","0001","0004","","","0001","","",""
"13442","Bolívar","María La Baja","","0025","0035","0017","0017","0020","","","0003","0005","",""
"13458","Bolívar","Montecristo","","","0003","","","0003","","","0001","0005","",""
"13468","Bolívar","Mompós","","0018","0048","0012","0010","0027","","0001","0002","0004","",""
"13473","Bolívar","Morales","","0004","0004","0001","","0003","","","","","",""
"13490","Bolívar","Norosí (1)","","","","0001","","0001","","","","0003","",""
"13549","Bolívar","Pinillos","","0005","0003","0007","0001","0005","","","","","",""
"13580","Bolívar","Regidor","","0001","0003","0001","","","","","","0002","",""
"13600","Bolívar","Río Viejo (1)(3)","","0006","0010","","0001","0005","","","","0001","",""
"13620","Bolívar","San Cristóbal","","0002","0002","0005","0002","0002","","","","","",""
"13647","Bolívar","San Estanislao","","0006","0007","0017","0004","0004","","","","","",""
"13650","Bolívar","San Fernando","","0004","0006","0003","0002","0002","","","","","",""
"13654","Bolívar","San Jacinto","","0010","0026","0001","0002","0008","","","0002","","",""
"13655","Bolívar","San Jacinto del Cauca","","","","","0001","","","","0001","","",""
"13657","Bolívar","San Juan Nepomuceno","","0018","0035","0002","0005","0006","","","0004","0002","",""
"13667","Bolívar","San Martín de Loba","","0003","0016","0001","0001","0006","","","0001","0002","",""
"13670","Bolívar","San Pablo","","0018","0006","0008","0005","0015","","","0004","0002","",""
"13673","Bolívar","Santa Catalina","","0003","0006","","0002","0008","","","","","",""
"13683","Bolívar","Santa Rosa","","0007","0023","0008","0002","0004","","","0005","0002","",""
"13688","Bolívar","Santa Rosa del Sur","","0012","0015","0010","0006","0014","","","0005","0012","0001",""
"13744","Bolívar","Simití","","0007","0017","0004","0002","0015","","","0002","0003","",""
"13760","Bolívar","Soplaviento","","0005","0016","0005","0001","0001","","","","","",""
"13780","Bolívar","Talaigua Nuevo","","0007","0004","0006","0002","0007","","","","0001","",""
"13810","Bolívar","Tiquisio","","0001","0003","0001","0001","0006","","","0001","0003","",""
"13836","Bolívar","Turbaco","","0037","0051","0027","0018","0027","","","0004","0006","",""
"13838","Bolívar","Turbaná","","0006","0008","0004","0002","0005","","","0001","0001","",""
"13873","Bolívar","Villanueva","","0008","0020","0002","0007","0009","","","","0001","",""
"13894","Bolívar","Zambrano","","0006","0002","0009","0002","0005","","","0001","","",""
"15001","Boyacá","Tunja","","0119","0122","0018","0019","0083","0002","","0053","0015","0001",""
"15022","Boyacá","Almeida","","0001","0001","0002","","0002","","","","","",""
"15047","Boyacá","Aquitania","","0010","0013","0003","","0010","","","0001","0004","",""
"15051","Boyacá","Arcabuco","","0004","0007","","0001","0003","","","0001","","",""
"15087","Boyacá","Belén","","0010","0009","0003","","0011","","","0001","","",""
"15090","Boyacá","Berbeo","","0001","0003","","","0001","","","","","",""
"15092","Boyacá","Betéitiva","","0001","0002","0002","","0002","","","","0001","",""
"15097","Boyacá","Boavita","","0005","0017","0007","0001","0012","","","","","",""
"15104","Boyacá","Boyacá","","0005","0013","0004","0002","0006","","","","0001","",""
"15106","Boyacá","Briceño","","0001","0005","0002","0001","0001","","","","","",""
"15109","Boyacá","Buenavista","","0005","0010","0002","","0005","","","0001","","",""
"15114","Boyacá","Busbanzá","","0001","0001","","","","","","0002","","",""
"15131","Boyacá","Caldas","","0002","0006","","0001","0004","","","","","",""
"15135","Boyacá","Campohermoso","","0001","0006","0001","","0003","","","","0001","",""
"15162","Boyacá","Cerinza","","0002","0002","","0001","0005","","","","","",""
"15172","Boyacá","Chinavita","","0003","0008","","0002","0001","","","","","",""
"15176","Boyacá","Chiquinquirá","","0061","0070","0017","0010","0031","","","0003","0009","",""
"15180","Boyacá","Chiscas","","0002","0005","","","0004","","","","","",""
"15183","Boyacá","Chita","","0007","0020","0006","","0006","0001","","0001","0001","",""
"15185","Boyacá","Chitaraque","","0004","0006","0001","0001","0005","","","","0001","",""
"15187","Boyacá","Chivatá","","0004","0002","0003","","0005","","","","","",""
"15189","Boyacá","Ciénega","","0003","0006","0003","0001","0001","","","","","",""
"15204","Boyacá","Cómbita","","0010","0011","0003","","0005","","","0003","0002","",""
"15212","Boyacá","Coper","","0003","0007","0004","0002","0003","","","","","",""
"15215","Boyacá","Corrales","","0001","0005","","0001","0001","","","","","",""
"15218","Boyacá","Covarachía","","0003","0009","0001","","0001","","","","","",""
"15223","Boyacá","Cubará","","0004","0004","","0002","0002","","","","0001","",""
"15224","Boyacá","Cucaita","","0004","0003","0001","","0004","","","","","",""
"15226","Boyacá","Cuítiva","","0001","0001","0005","","","","","","","",""
"15232","Boyacá","Chíquiza","","0004","0002","0001","","0006","","","0001","0001","",""
"15236","Boyacá","Chivor","","0003","0004","","0001","0001","","","0001","","",""
"15238","Boyacá","Duitama","","0137","0114","0022","0024","0082","0001","","0019","0017","0001",""
"15244","Boyacá","El Cocuy","","0005","0003","","0001","0008","","","0001","0001","",""
"15248","Boyacá","El Espino","","0004","0001","0001","","0002","","","","","",""
"15272","Boyacá","Firavitoba","","0003","0005","","0002","0004","","","","","",""
"15276","Boyacá","Floresta","0001","0004","0005","","","0008","","","0001","","0001",""
"15293","Boyacá","Gachantivá","","0002","0003","0002","0001","0002","","","","","",""
"15296","Boyacá","Gameza","","0005","0002","0001","0001","0006","","","","","",""
"15299","Boyacá","Garagoa","","0013","0021","0010","0004","0020","0001","","0006","0002","",""
"15317","Boyacá","Guacamayas","","0001","0002","","","0001","","","","","",""
"15322","Boyacá","Guateque","","0013","0013","0006","0002","0013","","","","","",""
"15325","Boyacá","Guayatá","","0001","0004","0002","0001","0010","","","","","",""
"15332","Boyacá","Güicán","","0003","0004","0003","","0005","","","0001","0006","",""
"15362","Boyacá","Iza","","0004","0001","0002","","","","","0001","","",""
"15367","Boyacá","Jenesano","","0006","0009","0007","0003","0005","","","","","",""
"15368","Boyacá","Jericó","","0003","0002","0009","0001","0007","","","","","0001",""
"15377","Boyacá","Labranzagrande","","0005","0003","","","","","","","0001","",""
"15380","Boyacá","La Capilla","","0003","0004","0001","","0002","","","0001","","",""
"15401","Boyacá","La Victoria","","0001","0002","","","0002","","","","","",""
"15403","Boyacá","La Uvita","","0004","0008","0002","","0004","","","0001","","",""
"15407","Boyacá","Villa de Leyva","","0009","0010","0005","0003","0011","","","0003","0001","",""
"15425","Boyacá","Macanal","","0001","0007","","0001","0003","","","0001","0001","",""
"15442","Boyacá","Maripí","","0003","0008","0006","0001","0002","","","","","",""
"15455","Boyacá","Miraflores","","0007","0008","0006","0002","0008","0001","","","0002","",""
"15464","Boyacá","Mongua","","0001","0006","0003","0002","0004","","","","","",""
"15466","Boyacá","Monguí","","0003","0005","0001","0001","0006","","","","","",""
"15469","Boyacá","Moniquirá","0001","0022","0019","0005","0009","0032","","","0005","0002","",""
"15476","Boyacá","Motavita","","0009","0008","","","0005","","","","","",""
"15480","Boyacá","Muzo","","0004","0011","","0001","0004","","","0001","0005","",""
"15491","Boyacá","Nobsa","0001","0013","0006","0001","0003","0006","","","0002","","",""
"15494","Boyacá","Nuevo Colón","","0002","0008","0004","0002","0001","","","","","",""
"15500","Boyacá","Oicatá","","","0002","","","0003","","","0001","","",""
"15507","Boyacá","Otanche","","0005","0007","0001","","0003","","","","0002","",""
"15511","Boyacá","Pachavita","","0001","0007","0002","","0004","","","","","",""
"15514","Boyacá","Páez","","0003","0001","0003","0001","0005","","","","","",""
"15516","Boyacá","Paipa","0001","0028","0042","0007","0005","0029","","","0007","0001","",""
"15518","Boyacá","Pajarito","","0001","0001","","","","","","","0001","",""
"15522","Boyacá","Panqueba","","0001","0004","","","","","","","","",""
"15531","Boyacá","Pauna","","0004","0016","","0004","0004","","","","0001","",""
"15533","Boyacá","Paya","","","0003","","","0001","","","","","",""
"15537","Boyacá","Paz de Río","0001","0007","0005","0001","0002","0006","","","","","",""
"15542","Boyacá","Pesca","","0004","0005","0001","0004","0006","","","","","",""
"15550","Boyacá","Pisba","","0004","0001","","","","","","","","",""
"15572","Boyacá","Puerto Boyacá","0001","0047","0064","0015","0014","0047","","","0012","0009","",""
"15580","Boyacá","Quípama","","0001","0010","0001","","0003","","","0001","0002","",""
"15599","Boyacá","Ramiriquí","","0003","0020","0003","0001","0009","","","0001","","",""
"15600","Boyacá","Ráquira","","0004","0010","0002","","0004","","","","0001","",""
"15621","Boyacá","Rondón","","0001","0005","0001","","0001","","","","","",""
"15632","Boyacá","Saboyá","","0010","0021","0002","0002","0006","","","0002","","",""
"15638","Boyacá","Sáchica","","0004","0007","0001","0001","","","","0001","0001","",""
"15646","Boyacá","Samacá","","0012","0015","0001","0004","0012","","","0005","","",""
"15660","Boyacá","San Eduardo","","0001","0003","","","0003","","","","","",""
"15664","Boyacá","San José de Pare","","0003","0002","","0001","0004","","","","","",""
"15667","Boyacá","San Luis de Gaceno","","0005","0002","","0002","0006","","","","0001","",""
"15673","Boyacá","San Mateo","","0005","0003","0002","","0007","","","0004","","",""
"15676","Boyacá","San Miguel de Sema","","0003","0006","0002","0001","0007","","","","","",""
"15681","Boyacá","San Pablo de Borbur","","0003","0010","","0001","0004","","","","","",""
"15686","Boyacá","Santana","","0001","0003","0001","0001","0009","0001","","0002","0001","",""
"15690","Boyacá","Santa María","","0001","0012","0001","","0002","","","","","",""
"15693","Boyacá","Santa Rosa de Viterbo","","0010","0015","0004","0001","0008","","","0001","","",""
"15696","Boyacá","Santa Sofía","","0008","0006","0004","","0001","","","0001","","",""
"15720","Boyacá","Sativanorte","","0003","0002","0004","","0004","","","0001","","",""
"15723","Boyacá","Sativasur","","","0003","","","","","","","","",""
"15740","Boyacá","Siachoque","","0006","0004","0006","","0007","","","0001","","",""
"15753","Boyacá","Soatá","","0012","0021","0008","0003","0010","","","0003","0001","",""
"15755","Boyacá","Socotá","","0010","0013","0013","0001","0004","","","0002","","",""
"15757","Boyacá","Socha","","0004","0016","0002","0001","0005","","","","","0001",""
"15759","Boyacá","Sogamoso","0001","0123","0094","0030","0029","0098","0001","","0018","0010","",""
"15761","Boyacá","Somondoco","","0004","0006","0002","0002","0001","","","","","",""
"15762","Boyacá","Sora","","0001","0004","","0002","0003","","","","","",""
"15763","Boyacá","Sotaquirá","","0003","0007","0002","0007","0007","","","","","",""
"15764","Boyacá","Soracá","","0004","0006","0001","","0002","","","0001","","",""
"15774","Boyacá","Susacón","","0001","0004","","","0001","","","","","",""
"15776","Boyacá","Sutamarchán","","0003","0006","0004","0003","0002","","","","","",""
"15778","Boyacá","Sutatenza","","0003","0010","0003","0001","0002","0001","","","","",""
"15790","Boyacá","Tasco","","0008","0006","0001","0001","0002","","","0001","","",""
"15798","Boyacá","Tenza","","0003","0010","0001","0002","0005","","","","","",""
"15804","Boyacá","Tibaná","","0004","0028","0002","0001","0010","","","0003","","",""
"15806","Boyacá","Tibasosa","","0010","0017","0003","","0004","","","0002","","",""
"15808","Boyacá","Tinjacá","","0004","0002","0003","","0002","","","","","",""
"15810","Boyacá","Tipacoque","","0005","0004","0001","0002","0001","","","0001","","",""
"15814","Boyacá","Toca","","0010","0015","0002","0001","0002","","","0001","","",""
"15816","Boyacá","Togüí","","0003","0007","","","0005","","","","","",""
"15820","Boyacá","Tópaga","","0003","","","0001","0003","","","","","",""
"15822","Boyacá","Tota","","0002","0004","","","0004","","","0001","","",""
